Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,tag
0.563,0.678,2,-4.717,0.0392,0.0228,0,0.342,0.134,127.883,energ
0.51,0.882,8,-5.659,0.159,0.00158,0.00206,0.0764,0.653,154.029,energ
0.82,0.504,4,-9.113,0.141,0.261,7.00E-06,0.104,0.275,85.016,energ
0.716,0.946,1,-3.412,0.261,0.094,6.63E-05,0.0825,0.587,139.943,energ
0.768,0.727,7,-7.31,0.142,0.229,0,0.127,0.591,95.019,energ
0.742,0.675,8,-6.551,0.0907,0.139,0,0.167,0.679,145.989,energ
0.585,0.949,4,-5.149,0.0579,0.00853,0.00254,0.0547,0.735,156.022,energ
0.75,0.711,6,-13.75,0.172,0.603,3.19E-05,0.1,0.78,89.997,energ
0.759,0.85,7,-3.587,0.0374,0.00476,0,0.192,0.26,128.03,energ
0.704,0.611,2,-6.112,0.0409,0.217,0,0.0812,0.22,100,energ
0.824,0.81,11,-6.371,0.202,0.169,0,0.134,0.476,131.037,energ
0.694,0.898,5,-6.007,0.208,0.169,2.64E-05,0.171,0.701,111.747,energ
0.412,0.229,3,-11.837,0.0411,0.933,0,0.0997,0.279,121.942,energ
0.782,0.633,8,-4.644,0.341,0.0355,0,0.0615,0.749,150.055,energ
0.734,0.766,1,-6.44,0.0376,0.0497,0.000314,0.0931,0.832,132.064,energ
0.34,0.843,11,-4.789,0.356,0.0478,0,0.436,0.417,83.057,energ
0.592,0.728,2,-6.098,0.311,0.00148,0,0.379,0.577,113.17,energ
0.737,0.846,1,-4.51,0.22,0.00614,0,0.0486,0.546,87.981,energ
0.77,0.827,7,-4.513,0.286,0.0428,0,0.0927,0.622,143.114,energ
0.738,0.475,1,-15.315,0.058,0.139,0,0.0966,0.336,104.994,energ
0.735,0.495,8,-11.003,0.0702,0.363,0,0.0913,0.633,111.945,energ
0.641,0.638,1,-9.975,0.214,0.0224,1.26E-05,0.22,0.313,174.929,energ
0.411,0.929,6,-2.393,0.0558,0.00045,0.848,0.347,0.312,126.017,energ
0.598,0.804,2,-5.39,0.123,0.0576,0,0.252,0.322,139.737,energ
0.627,0.472,2,-10.482,0.414,0.605,0,0.104,0.408,114.245,energ
0.74,0.848,2,-4.697,0.097,0.306,0,0.193,0.881,159.991,energ
0.416,0.472,10,-7.137,0.11,0.308,0.000284,0.132,0.494,135.308,energ
0.833,0.67,7,-7.313,0.194,0.046,0,0.0468,0.7,92.991,energ
0.68,0.697,5,-7.01,0.0484,0.121,0,0.661,0.684,116.033,energ
0.309,0.418,9,-8.622,0.031,0.465,7.58E-05,0.295,0.146,134.23,energ
0.373,0.833,10,-7.255,0.426,0.0396,7.35E-06,0.0541,0.36,80.436,energ
0.742,0.867,5,-7.697,0.0361,0.134,4.98E-06,0.153,0.757,129.987,energ
0.752,0.706,2,-5.575,0.099,0.0578,0,0.399,0.531,90.006,energ
0.395,0.241,3,-11.555,0.045,0.948,0.000418,0.117,0.248,77.873,energ
0.868,0.745,11,-5.82,0.268,0.187,0.000342,0.431,0.762,139.9,energ
0.767,0.313,7,-12.059,0.0798,0.838,0,0.105,0.765,82.582,energ
0.642,0.796,11,-4.26,0.171,0.0646,0,0.0901,0.46,94.157,energ
0.707,0.921,7,-3.323,0.0738,0.135,0,0.0371,0.547,99.994,energ
0.498,0.598,4,-6.638,0.0377,0.00786,0,0.111,0.0573,140.078,energ
0.644,0.892,0,-1.1,0.0567,0.13,0.000113,0.0893,0.767,180.044,energ
0.652,0.557,1,-5.714,0.0318,0.74,0,0.124,0.483,150.073,energ
0.825,0.652,1,-3.183,0.0802,0.581,0,0.0931,0.931,95.977,energ
0.654,0.76,0,-3.669,0.045,0.0797,0,0.299,0.41,99.945,energ
0.579,0.596,8,-4.823,0.0561,0.436,0.0938,0.0549,0.443,119.9,energ
0.726,0.652,1,-7.764,0.11,0.00451,3.32E-05,0.226,0.803,163.879,energ
0.771,0.826,11,-3.978,0.0604,0.142,0.03,0.145,0.185,100.012,energ
0.805,0.919,1,-1.294,0.0938,0.101,0.00343,0.0598,0.494,94.993,energ
0.854,0.611,8,-6.26,0.0864,0.223,0,0.119,0.417,100.024,energ
0.837,0.717,5,-7.749,0.0822,0.0842,0,0.149,0.494,94.984,energ
0.569,0.691,0,-3.936,0.207,0.526,0,0.209,0.494,76.54,energ
0.591,0.764,1,-5.484,0.0483,0.0383,0,0.103,0.478,169.928,energ
0.73,0.656,11,-5.07,0.0294,0.00797,0.00271,0.108,0.743,131.04,energ
0.742,0.879,0,-4.274,0.0328,0.0696,7.17E-06,0.0981,0.936,133.946,energ
0.741,0.854,9,-5.392,0.2,0.0357,0.00205,0.21,0.231,125.991,energ
0.858,0.624,8,-9.752,0.279,0.212,0,0.72,0.631,99.923,energ
0.708,0.893,8,-2.002,0.0549,0.0188,5.47E-05,0.471,0.753,100.031,energ
0.608,0.83,9,-5.396,0.0956,0.597,3.40E-06,0.118,0.211,91.088,energ
0.517,0.753,0,-7.928,0.0515,0.0228,0.278,0.105,0.269,93.917,energ
0.514,0.843,9,-4.98,0.303,0.363,0.0038,0.13,0.693,194.39,energ
0.742,0.537,10,-8.297,0.0467,0.521,0.000577,0.28,0.298,106.007,energ
0.646,0.795,9,-3.293,0.0976,0.0319,0,0.267,0.796,89.99,energ
0.365,0.467,7,-8.944,0.373,0.824,0.0618,0.196,0.314,181.434,energ
0.68,0.729,5,-5.077,0.0475,0.612,0,0.224,0.446,123.97,energ
0.893,0.757,10,-2.843,0.0738,0.112,0.0634,0.107,0.681,95.018,energ
0.858,0.843,11,-6.81,0.11,0.036,0.00014,0.173,0.323,102.019,energ
0.58,0.525,3,-10.873,0.0363,0.00695,0.0509,0.0759,0.0925,112.991,energ
0.598,0.439,2,-10.987,0.0429,0.0879,0.868,0.103,0.0673,147.84,energ
0.683,0.76,10,-5.033,0.0475,0.578,0.000139,0.14,0.445,154.06,energ
0.324,0.526,1,-8.543,0.099,0.327,0.00206,0.344,0.039,81.027,energ
0.581,0.585,1,-1.87,0.369,0.27,6.48E-05,0.179,0.63,67.443,energ
0.775,0.809,11,-7.952,0.0832,0.0798,1.79E-05,0.165,0.902,79.997,energ
0.742,0.882,7,-2.862,0.117,0.0466,0,0.206,0.463,102.04,energ
0.406,0.504,3,-7.444,0.0646,0.537,0,0.109,0.495,77.796,energ
0.703,0.66,10,-5.119,0.123,0.137,0,0.192,0.79,95.031,energ
0.628,0.698,6,-5.608,0.105,0.0472,0.00143,0.0907,0.732,89.976,energ
0.468,0.779,9,-4.839,0.0779,0.112,0.000373,0.101,0.26,173.799,energ
0.749,0.909,6,-2.979,0.332,0.136,0,0.0863,0.671,190.061,energ
0.706,0.527,5,-8.706,0.0269,0.139,0.000169,0.112,0.144,103.008,energ
0.484,0.304,7,-8.088,0.026,0.815,0,0.302,0.407,90.937,energ
0.8,0.538,9,-11.797,0.0879,0.693,0,0.116,0.895,169.948,energ
0.375,0.366,10,-8.883,0.0361,0.697,0,0.107,0.501,75.689,energ
0.639,0.728,4,-7.065,0.0301,0.0223,0.00384,0.68,0.0996,103.966,energ
0.894,0.702,2,-4.098,0.164,0.203,0.000205,0.268,0.307,90.01,energ
0.808,0.811,9,-3.856,0.0448,0.163,0,0.148,0.753,95.982,energ
0.405,0.589,8,-9.24,0.0549,0.0301,0.717,0.108,0.0631,85.98,energ
0.55,0.691,5,-4.524,0.0362,0.174,6.41E-06,0.152,0.235,134.968,energ
0.71,0.73,6,-3.655,0.109,0.28,6.13E-05,0.0863,0.636,92.019,energ
0.652,0.862,8,-2.29,0.206,0.161,0,0.203,0.727,173.859,energ
0.808,0.568,8,-11.129,0.122,0.0768,0.0786,0.0905,0.55,95.013,energ
0.857,0.787,8,-2.683,0.298,0.0531,0,0.276,0.597,89.039,energ
0.711,0.701,3,-4.424,0.237,0.474,0.0015,0.115,0.541,97.975,energ
0.663,0.787,2,-3.165,0.0792,0.066,0,0.235,0.457,180.023,energ
0.685,0.785,7,-3.1,0.222,0.139,0,0.0373,0.648,180.015,energ
0.586,0.899,5,-3.688,0.0518,0.0494,0,0.493,0.495,139.81,energ
0.861,0.632,5,-4.949,0.0489,0.67,0,0.0587,0.77,101.994,energ
0.509,0.689,1,-4.929,0.102,0.0209,0,0.301,0.297,170.087,energ
0.799,0.689,5,-6.793,0.053,0.445,0.0122,0.18,0.477,103.019,energ
0.662,0.806,0,-2.964,0.0422,0.245,0.148,0.354,0.425,92.022,energ
0.643,0.492,2,-12.115,0.0452,0.857,7.71E-06,0.19,0.368,138.016,energ
0.645,0.534,4,-5.428,0.0306,0.147,4.30E-06,0.0858,0.302,90.024,energ
0.625,0.835,11,-3.32,0.325,0.211,0.000191,0.0897,0.547,183.826,energ
0.629,0.707,11,-7.616,0.415,0.108,0.000859,0.0959,0.579,157.983,energ
0.702,0.872,5,-4.2,0.0323,0.00225,0.00865,0.104,0.325,100.052,energ
0.639,0.698,7,-6.974,0.0702,0.756,0,0.146,0.31,116.267,energ
0.774,0.907,7,-5.919,0.0514,0.0865,0.0021,0.65,0.691,111.015,energ
0.802,0.848,11,-6.259,0.0465,0.0118,0.395,0.0567,0.165,119.962,energ
0.545,0.473,11,-8.259,0.0312,0.284,0,0.0871,0.195,130,energ
0.758,0.621,9,-8.033,0.125,0.0628,0,0.0809,0.92,79.949,energ
0.867,0.72,9,-5.188,0.0619,0.129,0,0.228,0.755,104.974,energ
0.696,0.734,7,-5.294,0.0298,0.0485,0,0.183,0.711,107.987,energ
0.774,0.687,11,-4.818,0.0584,0.0179,1.17E-05,0.128,0.308,104.959,energ
0.788,0.605,1,-5.586,0.0578,0.00899,0.00275,0.318,0.427,103.94,energ
0.833,0.434,2,-8.795,0.431,0.0102,0.0219,0.165,0.281,150.062,energ
0.61,0.508,8,-6.682,0.152,0.297,0,0.384,0.758,178.818,energ
0.52,0.00486,2,-30.233,0.0457,0.996,0.95,0.111,0.561,75.342,calm
0.538,0.0101,6,-29.191,0.0363,0.995,0.942,0.088,0.481,68.322,calm
0.428,0.0064,7,-34.581,0.0488,0.995,0.95,0.0838,0.0934,43.385,calm
0.463,0.0669,0,-29.032,0.0641,0.996,0.909,0.101,0.23,71.55,calm
0.325,0.0615,4,-27.534,0.0352,0.984,0.923,0.082,0.312,94.597,calm
0.493,0.0372,1,-25.785,0.0459,0.995,0.925,0.122,0.348,62.039,calm
0.583,0.015,11,-31.7,0.0518,0.989,0.943,0.0918,0.265,126.332,calm
0.238,0.026,3,-32.656,0.0466,0.988,0.914,0.101,0.169,64.118,calm
0.366,0.0329,10,-27.124,0.0329,0.994,0.909,0.116,0.211,99.478,calm
0.358,0.0226,11,-29.195,0.0623,0.994,0.894,0.0991,0.401,86.595,calm
0.476,0.00551,8,-26.47,0.112,0.996,0.958,0.104,0.334,75.273,calm
0.412,0.0289,10,-32.394,0.0517,0.996,0.958,0.0895,0.27,151.381,calm
0.378,0.0665,3,-25.746,0.0333,0.988,0.963,0.111,0.229,112.844,calm
0.389,0.025,8,-25.448,0.0504,0.994,0.945,0.112,0.327,78.064,calm
0.616,0.0148,8,-30.179,0.069,0.992,0.964,0.113,0.361,89.902,calm
0.283,0.0329,1,-28.74,0.0341,0.975,0.899,0.109,0.192,139.106,calm
0.435,0.0404,4,-26.262,0.0358,0.984,0.96,0.0952,0.193,95.929,calm
0.422,0.0921,10,-25.712,0.0441,0.992,0.968,0.0911,0.435,87.058,calm
0.34,0.0276,10,-25.198,0.0356,0.981,0.909,0.114,0.151,145.417,calm
0.459,0.0109,11,-30.142,0.0489,0.995,0.952,0.0965,0.381,103.392,calm
0.258,0.00467,3,-36.399,0.0404,0.995,0.939,0.102,0.285,72.024,calm
0.358,0.0425,9,-29.679,0.043,0.994,0.864,0.0886,0.266,117.844,calm
0.259,0.0934,4,-28.099,0.0486,0.97,0.941,0.0974,0.205,181.815,calm
0.473,0.0309,7,-30.664,0.0493,0.982,0.923,0.124,0.209,116.612,calm
0.322,0.00785,1,-29.808,0.0348,0.989,0.934,0.102,0.198,75.871,calm
0.398,0.0173,2,-25.326,0.0435,0.995,0.922,0.0983,0.122,75.821,calm
0.641,0.0114,6,-27.475,0.0458,0.996,0.964,0.106,0.483,80.989,calm
0.505,0.0939,5,-27.887,0.0338,0.994,0.933,0.109,0.418,119.587,calm
0.455,0.0168,8,-22.268,0.0628,0.99,0.915,0.106,0.0842,141.818,calm
0.723,0.253,3,-25.567,0.0562,0.992,0.953,0.0956,0.19,86.956,calm
0.378,0.0156,10,-26.335,0.0343,0.987,0.931,0.0983,0.136,165.748,calm
0.249,0.067,2,-26.836,0.0377,0.991,0.942,0.0925,0.226,159.4,calm
0.421,0.0298,4,-29.533,0.0391,0.994,0.963,0.0814,0.17,97.572,calm
0.495,0.0696,7,-31.384,0.0296,0.96,0.898,0.119,0.276,95.193,calm
0.538,0.0366,7,-28.928,0.0455,0.991,0.928,0.114,0.435,126.176,calm
0.215,0.0469,3,-28.132,0.0426,0.987,0.902,0.11,0.378,88.342,calm
0.334,0.0168,0,-28.45,0.0422,0.994,0.95,0.0955,0.414,151.313,calm
0.536,0.0409,0,-30.8,0.0542,0.992,0.946,0.107,0.282,73.439,calm
0.415,0.0335,0,-29.673,0.0316,0.992,0.952,0.105,0.365,83.678,calm
0.283,0.0652,7,-27.036,0.0515,0.985,0.912,0.11,0.353,95.086,calm
0.402,0.0189,3,-31.931,0.0356,0.994,0.89,0.098,0.111,134.631,calm
0.412,0.0454,9,-29.298,0.036,0.994,0.93,0.0883,0.144,61.645,calm
0.569,0.0719,7,-25.977,0.0499,0.995,0.95,0.198,0.367,83.179,calm
0.21,0.0161,4,-30.355,0.0352,0.989,0.929,0.109,0.207,82.636,calm
0.517,0.0456,7,-23.8,0.0615,0.996,0.973,0.117,0.326,85.122,calm
0.477,0.0908,7,-26.326,0.0332,0.994,0.927,0.101,0.095,119.61,calm
0.492,0.0666,2,-24.054,0.0416,0.982,0.956,0.101,0.216,80.858,calm
0.333,0.072,2,-28.261,0.0354,0.992,0.956,0.105,0.271,104.058,calm
0.309,0.109,4,-23.537,0.0294,0.982,0.934,0.0997,0.148,93.719,calm
0.476,0.0039,8,-36.014,0.0379,0.995,0.919,0.113,0.0922,60.008,calm
0.331,0.0327,8,-26.863,0.0395,0.994,0.909,0.112,0.223,82.838,calm
0.429,0.0341,7,-26.623,0.0395,0.995,0.954,0.118,0.421,107.798,calm
0.445,0.0199,5,-28.408,0.0418,0.995,0.938,0.111,0.272,170.355,calm
0.402,0.0206,2,-26.297,0.0368,0.985,0.933,0.093,0.448,142.409,calm
0.399,0.0221,9,-25.535,0.0382,0.994,0.888,0.0717,0.148,102.098,calm
0.611,0.0126,7,-26.619,0.0671,0.996,0.94,0.107,0.263,68.395,calm
0.427,0.0306,0,-29.722,0.0426,0.994,0.938,0.0976,0.534,107.206,calm
0.721,0.0366,5,-29.638,0.0877,0.995,0.963,0.107,0.397,80.005,calm
0.4,0.0519,10,-28.729,0.0415,0.991,0.956,0.109,0.117,76.941,calm
0.268,0.0056,6,-39.121,0.0396,0.99,0.958,0.0727,0.138,145.925,calm
0.357,0.0358,4,-25.535,0.036,0.981,0.879,0.0854,0.143,104.108,calm
0.389,0.0239,0,-27.087,0.044,0.992,0.943,0.111,0.279,139.879,calm
0.268,0.0366,7,-28.847,0.0542,0.992,0.897,0.126,0.217,172.393,calm
0.391,0.0774,7,-28.964,0.0401,0.984,0.947,0.106,0.217,72.253,calm
0.405,0.0413,2,-30.36,0.0465,0.994,0.951,0.0911,0.417,136.131,calm
0.316,0.0319,6,-29.428,0.0511,0.992,0.92,0.0926,0.223,175.256,calm
0.345,0.0305,6,-24.169,0.0326,0.987,0.935,0.1,0.137,162.612,calm
0.373,0.055,8,-24.644,0.0355,0.993,0.899,0.104,0.204,91.564,calm
0.433,0.0443,6,-23.394,0.0365,0.944,0.928,0.106,0.115,90.192,calm
0.436,0.035,2,-19.483,0.0413,0.993,0.967,0.118,0.285,93.042,calm
0.452,0.0222,0,-24.859,0.0337,0.915,0.867,0.112,0.038,56.316,calm
0.482,0.234,7,-22.993,0.0379,0.995,0.943,0.101,0.593,95.657,calm
0.235,0.0325,0,-27.994,0.0535,0.994,0.917,0.0751,0.16,189.656,calm
0.444,0.0777,9,-21.868,0.0483,0.99,0.953,0.103,0.218,86.117,calm
0.447,0.163,2,-23.01,0.0335,0.98,0.95,0.107,0.512,129.366,calm
0.544,0.0116,7,-28.697,0.0444,0.996,0.943,0.143,0.621,78.126,calm
0.28,0.0485,7,-28.995,0.0385,0.995,0.933,0.116,0.273,147.162,calm
0.396,0.0409,5,-25.002,0.0401,0.988,0.936,0.102,0.106,113.926,calm
0.384,0.144,3,-26.661,0.0356,0.993,0.937,0.0938,0.49,96.222,calm
0.309,0.0318,0,-28.558,0.0444,0.993,0.941,0.133,0.138,75.888,calm
0.368,0.0571,0,-21.341,0.0431,0.949,0.903,0.101,0.582,116.56,calm
0.455,0.0559,10,-24.669,0.0436,0.99,0.893,0.111,0.415,114.668,calm
0.367,0.0221,2,-27.33,0.0459,0.996,0.95,0.0709,0.158,103.169,calm
0.413,0.0604,3,-27.589,0.037,0.987,0.967,0.102,0.16,70.782,calm
0.517,0.0154,3,-27.987,0.0787,0.991,0.967,0.13,0.149,112.974,calm
0.271,0.0452,7,-28.549,0.0362,0.984,0.934,0.104,0.272,149.538,calm
0.334,0.0088,0,-25.986,0.0525,0.994,0.932,0.111,0.374,83.406,calm
0.531,0.00335,4,-30.845,0.0725,0.995,0.971,0.0937,0.552,109.005,calm
0.461,0.0118,5,-27.508,0.0419,0.995,0.917,0.118,0.263,121.01,calm
0.289,0.0176,8,-30.91,0.0334,0.995,0.917,0.103,0.136,174.146,calm
0.477,0.026,1,-22.539,0.0571,0.995,0.957,0.104,0.0655,73.417,calm
0.402,0.0397,0,-29.183,0.0346,0.994,0.937,0.103,0.209,67.768,calm
0.489,0.00954,4,-29.072,0.0723,0.995,0.961,0.0925,0.56,59.505,calm
0.472,0.00763,9,-28.08,0.0664,0.993,0.952,0.098,0.113,121.349,calm
0.277,0.0453,5,-28.917,0.0372,0.993,0.932,0.0927,0.184,89.635,calm
0.393,0.0399,8,-27.124,0.0469,0.982,0.892,0.109,0.147,123.787,calm
0.435,0.0304,0,-27.775,0.0674,0.978,0.95,0.122,0.223,66.482,calm
0.48,0.0512,6,-24.76,0.0705,0.995,0.966,0.109,0.609,82.538,calm
0.469,0.0029,8,-40.436,0.0525,0.992,0.939,0.135,0.509,116.219,calm
0.456,0.0203,3,-24.086,0.0435,0.995,0.946,0.107,0.44,82.939,calm
0.527,0.13,3,-27.654,0.0422,0.993,0.879,0.118,0.663,111.228,calm
0.474,0.0542,1,-24.837,0.087,0.996,0.968,0.104,0.489,73.423,calm
0.31,0.0619,0,-26.16,0.0495,0.993,0.933,0.108,0.146,70.979,calm
0.321,0.0327,10,-25.583,0.035,0.992,0.976,0.0837,0.184,95.689,calm
0.394,0.0118,5,-27.989,0.0406,0.995,0.912,0.12,0.221,69.746,calm
0.527,0.00824,6,-31.547,0.0582,0.995,0.95,0.103,0.403,75.814,calm
0.259,0.0251,1,-26.902,0.0429,0.994,0.91,0.113,0.0928,67.098,calm
0.594,0.0308,5,-27.629,0.0532,0.995,0.956,0.123,0.325,110.407,calm
0.355,0.0368,2,-25.302,0.0393,0.992,0.937,0.113,0.0492,106.637,calm
0.366,0.0778,10,-25.652,0.0521,0.994,0.966,0.109,0.482,81.571,calm
0.472,0.0363,2,-25.107,0.05,0.996,0.926,0.105,0.309,82.562,calm
0.497,0.0119,2,-25.252,0.0426,0.971,0.949,0.112,0.361,76.151,calm
0.434,0.00756,9,-26.945,0.0389,0.994,0.92,0.0868,0.268,113.557,calm
0.436,0.0123,6,-31.018,0.0431,0.991,0.969,0.0938,0.226,133.036,calm
0.48,0.0275,7,-26.699,0.0546,0.995,0.968,0.119,0.354,135.106,calm
0.668,0.0129,0,-26.127,0.174,0.995,0.973,0.111,0.555,77.252,calm
0.511,0.0465,4,-25.711,0.0417,0.995,0.956,0.0801,0.31,130.43,calm
0.508,0.0346,2,-30.265,0.035,0.993,0.949,0.108,0.175,90.113,calm
0.38,0.0202,2,-30.807,0.0459,0.994,0.851,0.0979,0.517,118.551,calm
0.315,0.0707,7,-27.941,0.0356,0.988,0.942,0.111,0.221,100.92,calm
0.306,0.00806,8,-29.693,0.0386,0.985,0.869,0.101,0.324,141.475,calm
0.445,0.0307,6,-28.352,0.0444,0.993,0.921,0.104,0.221,61.735,calm
0.411,0.0235,0,-32.494,0.0388,0.994,0.896,0.095,0.177,143.044,calm
0.492,0.138,4,-27.362,0.0502,0.991,0.933,0.0893,0.184,114.103,calm
0.454,0.0318,9,-30.202,0.0475,0.99,0.935,0.0907,0.445,139.509,calm
0.374,0.023,1,-33.9,0.0347,0.983,0.916,0.106,0.0776,118.96,calm
0.335,0.0173,6,-26.267,0.0313,0.947,0.851,0.153,0.222,146.22,calm
0.763,0.00532,3,-28.834,0.0674,0.991,0.961,0.0981,0.251,87.885,calm
0.3,0.0464,2,-27.828,0.0429,0.986,0.897,0.105,0.172,129.952,calm
0.464,0.00181,8,-31.933,0.046,0.986,0.895,0.117,0.368,87.456,calm
0.413,0.0615,3,-25.365,0.0466,0.994,0.954,0.103,0.321,69.462,calm
0.465,0.0553,6,-26.424,0.0455,0.995,0.956,0.103,0.47,77.131,calm
0.367,0.0167,0,-29.603,0.045,0.992,0.953,0.103,0.135,108.711,calm
0.412,0.0305,8,-27.851,0.0408,0.992,0.936,0.14,0.146,136.153,calm
0.29,0.0276,6,-28.131,0.0342,0.994,0.829,0.084,0.179,81.443,calm
0.288,0.00706,7,-33.604,0.0443,0.987,0.959,0.121,0.0898,79.384,calm
0.435,0.00661,11,-32.108,0.0433,0.993,0.939,0.102,0.203,95.626,calm
0.458,0.00814,7,-27.495,0.137,0.995,0.961,0.113,0.262,77.941,calm
0.537,0.0844,3,-21.959,0.0666,0.996,0.961,0.107,0.321,83.117,calm
0.289,0.015,1,-32.188,0.0609,0.994,0.908,0.103,0.259,61.393,calm
0.424,0.045,9,-24.139,0.0446,0.996,0.954,0.12,0.402,167.486,calm
0.32,0.0163,1,-30.26,0.0388,0.993,0.931,0.108,0.124,81.965,calm
0.257,0.0377,5,-30.735,0.0394,0.982,0.893,0.119,0.0767,86.503,calm
0.427,0.0278,6,-21.905,0.0395,0.989,0.95,0.104,0.329,77.492,calm
0.458,0.0415,9,-27.81,0.0557,0.995,0.939,0.0781,0.193,122.501,calm
0.314,0.0579,9,-26.341,0.0333,0.992,0.936,0.0827,0.108,98.92,calm
0.24,0.0326,2,-29.175,0.0398,0.99,0.928,0.103,0.225,204.257,calm
0.406,0.0269,7,-28.116,0.036,0.995,0.948,0.114,0.141,95.673,calm
0.401,0.079,10,-24.34,0.0534,0.991,0.873,0.103,0.548,161.708,calm
0.248,0.015,9,-28.978,0.0328,0.987,0.921,0.107,0.299,77.643,calm
0.632,0.022,0,-29.264,0.0473,0.994,0.958,0.0935,0.374,67.988,calm
0.548,0.153,9,-22.635,0.0313,0.976,0.91,0.106,0.261,135.216,calm
0.432,0.0458,7,-30.643,0.0329,0.984,0.891,0.102,0.203,144.434,calm
0.414,0.0177,9,-27.618,0.109,0.994,0.965,0.124,0.193,177.393,calm
0.377,0.023,4,-26.911,0.0399,0.973,0.905,0.104,0.133,50.131,calm
0.351,0.00504,0,-31.773,0.0386,0.992,0.948,0.0921,0.0717,97.071,calm
0.325,0.0418,3,-28.66,0.0357,0.994,0.941,0.105,0.239,64.288,calm
0.425,0.0497,4,-26.293,0.0392,0.986,0.888,0.104,0.255,134.645,calm
0.435,0.0399,7,-25.734,0.0385,0.994,0.911,0.105,0.257,118.819,calm
0.333,0.0235,1,-21.916,0.0623,0.986,0.917,0.107,0.546,168.352,calm
0.295,0.0956,4,-24.857,0.0303,0.985,0.902,0.11,0.352,82.433,calm
0.557,0.0395,3,-26.066,0.0419,0.988,0.923,0.121,0.183,84.017,calm
0.392,0.0632,5,-23.416,0.0347,0.991,0.898,0.107,0.26,97.821,calm
0.463,0.0225,5,-27.72,0.0346,0.993,0.929,0.111,0.254,99.396,calm
0.425,0.0413,3,-27.595,0.0439,0.984,0.922,0.106,0.152,133.764,calm
0.461,0.0256,5,-26.405,0.052,0.996,0.944,0.109,0.474,130.615,calm
0.344,0.0893,9,-26.873,0.0354,0.99,0.927,0.0958,0.178,94.414,calm
0.477,0.0384,7,-31.781,0.0372,0.983,0.952,0.123,0.149,91.452,calm
0.346,0.0474,5,-24.373,0.0321,0.993,0.919,0.0917,0.189,78.41,calm
0.39,0.0358,0,-27.261,0.0342,0.992,0.89,0.122,0.159,140.22,calm
0.398,0.0818,10,-24.146,0.0461,0.991,0.89,0.105,0.215,89.945,calm
0.48,0.0348,3,-26.772,0.044,0.994,0.948,0.107,0.153,91.481,calm
0.482,0.0389,10,-27.209,0.036,0.987,0.961,0.109,0.191,44.153,calm
0.366,0.0478,1,-27.788,0.0359,0.985,0.938,0.104,0.157,87.479,calm
0.394,0.0998,2,-29.231,0.0321,0.975,0.931,0.112,0.15,100.498,calm
0.576,0.0359,3,-29.107,0.0929,0.995,0.951,0.11,0.101,139.033,calm
0.491,0.106,3,-23.442,0.0588,0.995,0.968,0.105,0.395,88.01,calm
0.412,0.0394,3,-26.907,0.033,0.992,0.976,0.107,0.19,51.076,calm
0.393,0.104,6,-26.878,0.0425,0.988,0.922,0.0995,0.378,163.274,calm
0.551,0.0716,4,-23.494,0.0504,0.996,0.961,0.11,0.145,80.818,calm
0.259,0.00486,0,-31.167,0.0524,0.994,0.927,0.144,0.281,65.403,calm
