Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,tag
0.522,0.385,0,-7.355,0.0288,0.536,0,0.135,0.236,89.792,sad
0.492,0.275,6,-13.4,0.3,0.687,0,0.101,0.18,92.6,sad
0.604,0.401,5,-8.931,0.0367,0.189,0.036,0.121,0.0903,148.018,sad
0.479,0.545,7,-7.346,0.0688,0.365,0,0.0963,0.244,74.897,sad
0.572,0.258,7,-9.213,0.0348,0.787,0,0.0973,0.324,111.91,sad
0.664,0.627,5,-7.114,0.0422,0.292,0,0.062,0.461,114.898,sad
0.777,0.311,9,-12.205,0.102,0.0505,6.20E-05,0.0847,0.221,133.985,sad
0.441,0.599,0,-8.985,0.225,0.333,0.00198,0.103,0.35,165.212,sad
0.676,0.304,5,-10.649,0.0634,0.209,9.94E-06,0.103,0.0421,119.895,sad
0.73,0.43,0,-6.901,0.0394,0.334,0.0226,0.145,0.251,75.034,sad
0.601,0.317,10,-8.945,0.0497,0.911,0,0.181,0.381,137.95,sad
0.71,0.0565,7,-15.099,0.0534,0.965,0,0.0889,0.348,123.994,sad
0.713,0.431,2,-11.61,0.41,0.511,0.00079,0.149,0.19,139.989,sad
0.446,0.239,6,-11.092,0.0435,0.942,4.16E-05,0.11,0.575,75.54,sad
0.409,0.446,2,-4.836,0.0317,0.65,0,0.0862,0.135,75.638,sad
0.513,0.661,5,-6.419,0.24,0.161,0,0.246,0.179,94.791,sad
0.673,0.649,9,-4.824,0.108,0.219,0,0.143,0.459,167.963,sad
0.78,0.597,1,-6.751,0.0526,0.102,0.0937,0.121,0.77,104.988,sad
0.589,0.242,6,-10.517,0.0442,0.914,0,0.0887,0.257,89.749,sad
0.469,0.564,0,-9.893,0.0335,0.198,0.000422,0.194,0.752,80.439,sad
0.489,0.598,1,-4.929,0.036,0.218,0,0.35,0.172,134.045,sad
0.483,0.412,7,-8.461,0.0402,0.737,0,0.116,0.247,170.163,sad
0.465,0.467,6,-11.807,0.0452,0.247,0.315,0.241,0.159,75.072,sad
0.443,0.388,9,-9.945,0.0372,0.771,4.08E-05,0.0914,0.195,89.947,sad
0.738,0.873,9,-7.782,0.102,0.365,0.00022,0.0552,0.543,164.966,sad
0.479,0.486,9,-6.066,0.0388,0.67,0,0.149,0.302,68.889,sad
0.764,0.32,11,-7.209,0.0546,0.837,0,0.0822,0.575,91.019,sad
0.669,0.333,2,-11.686,0.153,0.3,4.81E-05,0.097,0.108,141.169,sad
0.551,0.386,0,-10.22,0.132,0.659,0,0.125,0.245,116.409,sad
0.552,0.392,8,-12.663,0.0288,0.686,0.00662,0.111,0.23,129.878,sad
0.551,0.405,0,-12.756,0.0398,0.443,0.000217,0.11,0.341,135.017,sad
0.556,0.582,11,-6.505,0.085,0.307,0,0.0908,0.764,80.03,sad
0.368,0.228,11,-9.183,0.0335,0.865,1.99E-06,0.111,0.194,146.881,sad
0.421,0.131,0,-18.435,0.0382,0.952,0.00453,0.109,0.12,137.446,sad
0.607,0.561,9,-7.662,0.0492,0.0131,0.341,0.285,0.473,166.003,sad
0.685,0.563,3,-5.456,0.0714,0.323,0,0.111,0.3,85.501,sad
0.617,0.474,5,-8.363,0.0303,0.0238,0.0102,0.397,0.549,119.958,sad
0.536,0.708,6,-7.882,0.758,0.513,0,0.0951,0.09,78.33,sad
0.704,0.225,6,-14.454,0.0994,0.902,0.657,0.106,0.243,120.006,sad
0.507,0.204,0,-11.575,0.0504,0.855,0,0.143,0.343,77.765,sad
0.458,0.347,11,-6.651,0.0381,0.712,0,0.11,0.431,78.928,sad
0.576,0.307,11,-12.732,0.0428,0.807,0.000355,0.0792,0.157,67.513,sad
0.478,0.62,2,-6.801,0.036,0.000382,0.834,0.095,0.0377,174.053,sad
0.515,0.479,3,-7.458,0.0261,0.544,0.00598,0.191,0.284,88.964,sad
0.599,0.448,8,-6.312,0.0232,0.163,0,0.106,0.168,95.05,sad
0.584,0.407,1,-7.356,0.046,0.476,0,0.18,0.341,115.124,sad
0.511,0.363,4,-7.65,0.041,0.816,0.0317,0.084,0.169,144.892,sad
0.455,0.505,9,-6.838,0.0276,0.0377,0.452,0.296,0.056,87.972,sad
0.688,0.53,11,-5.507,0.0333,0.443,0,0.0995,0.162,106.958,sad
0.596,0.238,2,-9.381,0.0471,0.898,5.11E-05,0.19,0.304,93.847,sad
0.748,0.52,0,-11.082,0.317,0.0285,0.927,0.093,0.159,150.438,sad
0.613,0.739,10,-6.478,0.0311,0.526,0,0.149,0.712,104.966,sad
0.616,0.209,9,-13.43,0.406,0.902,0,0.139,0.336,86.891,sad
0.596,0.659,5,-7.856,0.0606,0.0742,0,0.123,0.418,142.976,sad
0.646,0.355,1,-7.119,0.0263,0.873,0,0.115,0.364,84.988,sad
0.556,0.538,8,-5.408,0.0382,0.0689,0,0.196,0.291,143.95,sad
0.527,0.0861,5,-15.326,0.0301,0.92,0.000334,0.0988,0.225,103.582,sad
0.629,0.328,11,-8.284,0.029,0.768,2.50E-05,0.103,0.389,74.953,sad
0.572,0.385,7,-6.362,0.0308,0.371,0,0.231,0.323,95.799,sad
0.585,0.653,11,-7.439,0.0562,0.291,0,0.151,0.554,83.341,sad
0.561,0.0848,2,-15.099,0.0404,0.913,2.62E-05,0.112,0.206,102.128,sad
0.51,0.643,0,-6.602,0.0485,0.214,3.22E-06,0.101,0.0397,130.081,sad
0.351,0.296,4,-10.109,0.0333,0.934,0,0.095,0.12,115.284,sad
0.482,0.645,8,-7.959,0.0556,0.434,0,0.0996,0.457,104.854,sad
0.553,0.343,10,-9.466,0.0407,0.68,3.50E-06,0.122,0.216,66.543,sad
0.583,0.075,5,-15.843,0.0726,0.933,1.40E-06,0.111,0.347,108.418,sad
0.499,0.181,9,-15.359,0.0429,0.745,0.00123,0.106,0.0747,111.956,sad
0.464,0.473,1,-10.086,0.129,0.866,0,0.109,0.604,75.801,sad
0.313,0.429,6,-7.415,0.0343,0.787,0,0.0863,0.416,77.27,sad
0.537,0.558,11,-8.678,0.0929,0.263,0.91,0.102,0.505,131.037,sad
0.77,0.697,11,-4.388,0.0841,0.143,0,0.278,0.484,122.869,sad
0.758,0.408,2,-8.836,0.137,0.0513,0,0.226,0.388,149.999,sad
0.561,0.354,4,-8.362,0.427,0.268,1.03E-05,0.144,0.293,169.191,sad
0.741,0.48,1,-10.818,0.0975,0.909,5.08E-06,0.06,0.151,123.703,sad
0.804,0.337,3,-9.592,0.117,0.503,0.146,0.105,0.537,104.974,sad
0.789,0.522,11,-10.203,0.112,0.178,1.34E-05,0.0861,0.346,107.064,sad
0.331,0.311,4,-9.58,0.0472,0.439,0,0.339,0.196,82.574,sad
0.593,0.578,10,-7.637,0.0243,0.238,0.000116,0.0976,0.214,99.964,sad
0.362,0.86,3,-4.95,0.132,0.00419,0.00011,0.127,0.33,182.173,sad
0.799,0.489,6,-11.047,0.256,0.23,0,0.135,0.368,88.518,sad
0.652,0.512,0,-13.73,0.0564,0.418,0.0132,0.5,0.584,92.465,sad
0.604,0.534,11,-10.518,0.0371,0.362,0,0.115,0.635,138.008,sad
0.694,0.685,6,-6.535,0.133,0.224,0,0.124,0.306,158.831,sad
0.559,0.678,8,-9.076,0.058,0.00036,0,0.124,0.142,199.9,sad
0.581,0.698,9,-6.747,0.0283,0.0001,0.0265,0.611,0.211,130.035,sad
0.512,0.641,4,-7.602,0.041,0.223,0,0.223,0.246,145.008,sad
0.457,0.633,6,-6.791,0.36,0.0187,0,0.112,0.244,170.878,sad
0.748,0.265,8,-12.074,0.229,0.952,0.917,0.0866,0.14,77.009,sad
0.404,0.569,9,-10.248,0.0323,2.41E-05,0.322,0.14,0.347,94.95,sad
0.778,0.486,0,-14.841,0.0529,0.026,0.0799,0.115,0.195,124.995,sad
0.642,0.461,8,-9.548,0.0503,0.00166,0,0.159,0.409,130.107,sad
0.72,0.473,2,-12.796,0.458,0.0197,0,0.32,0.509,173.971,sad
0.165,0.769,4,-7.201,0.051,0.0307,0.135,0.109,0.111,156.328,sad
0.853,0.467,9,-6.843,0.195,0.00596,0.00171,0.203,0.329,87.023,sad
0.348,0.197,2,-13.646,0.0374,0.979,0.00294,0.189,0.215,76.479,sad
0.466,0.0918,10,-26.813,0.0269,0.929,0.803,0.439,0.0841,95.014,sad
0.719,0.302,6,-13.461,0.0591,0.852,0.186,0.0989,0.163,81.996,sad
0.823,0.277,0,-11.94,0.0381,0.602,0.0079,0.238,0.588,79.505,sad
0.905,0.264,10,-8.237,0.0925,0.314,0.000792,0.11,0.64,90.052,sad
0.757,0.386,9,-9.623,0.092,0.716,0.0151,0.138,0.42,80.021,sad
0.757,0.334,10,-7.758,0.0931,0.505,0.0985,0.118,0.278,80.029,sad
0.826,0.645,11,-9.073,0.188,0.675,1.65E-05,0.109,0.553,88.999,sad
0.893,0.254,2,-14.005,0.0789,0.715,3.45E-05,0.121,0.698,115.04,sad
0.621,0.429,11,-10.116,0.0496,0.469,0.0253,0.0765,0.115,75.981,sad
0.785,0.465,1,-5.854,0.0375,0.0672,4.11E-06,0.114,0.249,137.978,sad
0.668,0.507,11,-8.036,0.105,0.216,0,0.105,0.239,140.037,sad
0.665,0.596,6,-4.689,0.0671,0.331,0,0.108,0.351,119.879,sad
0.293,0.34,7,-10.306,0.0441,0.623,7.21E-06,0.0961,0.365,80.682,sad
0.531,0.645,9,-6.984,0.0384,0.0781,0.00642,0.171,0.379,89.951,sad
0.408,0.245,0,-8.891,0.0357,0.63,0,0.127,0.0559,111.916,sad
0.67,0.762,1,-3.112,0.0374,0.0585,0,0.0742,0.961,107.018,sad
0.708,0.841,8,-6.432,0.0506,0.271,2.59E-05,0.0981,0.582,134.936,sad
0.427,0.682,8,-12.058,0.0445,0.636,0.613,0.0984,0.445,165.25,sad
0.618,0.242,1,-15.083,0.212,0.838,0,0.103,0.328,91.915,sad
0.713,0.113,1,-17.881,0.0453,0.904,3.15E-05,0.187,0.112,123.944,sad
0.731,0.388,9,-8.281,0.0634,0.129,1.66E-06,0.123,0.132,144.044,sad
0.726,0.5,4,-10.402,0.0622,0.356,0,0.113,0.44,132.043,sad
0.723,0.72,10,-12.782,0.0398,0.901,0.881,0.067,0.964,97.016,sad
0.537,0.227,2,-13.978,0.0453,0.928,0.0929,0.101,0.195,84.636,sad
0.579,0.416,5,-9.841,0.0494,0.261,0,0.148,0.18,84.987,sad
0.686,0.494,1,-7.093,0.0355,0.613,5.80E-05,0.402,0.7,168.946,sad
0.603,0.783,6,-4.023,0.062,0.449,7.96E-06,0.119,0.775,172.041,sad
0.543,0.681,1,-7.876,0.0477,0.159,1.49E-06,0.298,0.154,124.926,sad
0.74,0.465,7,-8.27,0.0412,0.306,0.00371,0.101,0.275,116.741,sad
0.695,0.762,0,-3.497,0.0395,0.192,0.00244,0.0863,0.553,120.042,sad
0.85,0.28,1,-8.77,0.23,0.0931,0.606,0.0867,0.28,82.872,sad
0.138,0.00312,6,-38.986,0.0385,0.992,0.939,0.101,0.0498,141.904,sad
0.44,0.317,8,-9.258,0.0531,0.891,4.78E-06,0.141,0.268,169.914,sad
0.598,0.683,4,-6.588,0.054,0.0152,0,0.319,0.122,135.982,sad
0.641,0.842,9,-7.27,0.0292,0.132,0.91,0.419,0.5,129.98,sad
0.507,0.666,10,-8.362,0.029,0.0116,0.343,0.129,0.185,77.979,sad
0.48,0.61,0,-7.042,0.305,0.0456,0,0.313,0.297,90.034,sad
0.559,0.578,8,-9.54,0.151,0.79,0.000522,0.324,0.239,79.938,sad
0.423,0.456,2,-8.45,0.0579,0.381,0.016,0.12,0.148,112.984,sad
0.776,0.626,6,-12.561,0.0396,0.622,0.899,0.086,0.866,122.072,sad
0.553,0.685,2,-10.624,0.0266,0.145,0.859,0.138,0.491,79.998,sad
0.585,0.471,4,-9.934,0.0616,0.0967,0.0184,0.115,0.323,93.099,sad
0.272,0.238,2,-12.148,0.0349,0.89,0.00925,0.275,0.119,83.507,sad
0.52,0.538,1,-8.109,0.206,0.367,0.00187,0.119,0.177,141.894,sad
0.656,0.33,8,-8.771,0.162,0.818,0.00386,0.107,0.349,119.057,sad
0.603,0.918,4,-6.652,0.0641,0.216,0.146,0.284,0.452,102.473,sad
0.411,0.89,11,-6.062,0.0436,0.0617,0.127,0.227,0.0669,169.97,sad
0.746,0.0609,9,-13.803,0.0661,0.628,0.951,0.152,0.385,124.012,sad
0.374,0.168,4,-12.878,0.042,0.786,0.949,0.108,0.109,155.946,sad
0.501,0.334,7,-14.955,0.0847,0.806,0.191,0.113,0.265,96.231,sad
0.698,0.193,1,-15.01,0.0902,0.914,0.937,0.0882,0.607,84.03,sad
0.588,0.352,6,-13.197,0.0546,0.566,0.924,0.111,0.581,170.71,sad
0.309,0.883,9,-3.825,0.0808,0.0673,0.00111,0.0849,0.312,159.488,sad
0.526,0.544,11,-7.137,0.169,0.258,0.64,0.377,0.544,170.37,sad
0.477,0.98,7,-4.204,0.0887,0.000834,0.00963,0.357,0.199,135.902,sad
0.644,0.375,1,-10.201,0.0275,0.416,0.112,0.116,0.0399,105.042,sad
0.642,0.538,8,-7.206,0.0696,0.0242,0,0.273,0.57,143.921,sad
0.75,0.984,7,-4.933,0.078,0.295,0.373,0.163,0.767,111.002,sad
0.655,0.487,6,-7.988,0.033,0.0347,0.897,0.271,0.0454,139.914,sad
0.551,0.695,0,-9.444,0.0336,0.299,0.82,0.108,0.15,100.233,sad
0.529,0.353,7,-12.835,0.0292,0.788,0.853,0.116,0.0601,104.557,sad
0.328,0.301,0,-13.283,0.0366,0.926,0.825,0.118,0.167,147.398,sad
0.526,0.866,0,-5.822,0.0568,0.00287,7.78E-05,0.0945,0.248,140.266,sad
0.612,0.807,10,-2.81,0.0336,0.0495,0.0177,0.101,0.398,124.053,sad
0.464,0.701,6,-5.693,0.0411,0.00892,0.309,0.335,0.356,83.996,sad
0.514,0.632,2,-6.305,0.0501,0.208,0.0132,0.115,0.31,94.569,sad
0.565,0.832,8,-5.751,0.108,0.0639,0.0291,0.386,0.847,143.302,sad
0.501,0.765,6,-7.063,0.0281,0.00294,0.49,0.184,0.46,91.769,sad
0.573,0.473,8,-10.839,0.0268,0.0944,0.397,0.199,0.515,77.494,sad
0.551,0.529,5,-10.469,0.0517,0.299,0.00674,0.178,0.522,75.515,sad
0.709,0.496,1,-10.528,0.0417,0.581,0.195,0.151,0.469,78.477,sad
0.662,0.478,9,-8.631,0.0453,0.252,0.833,0.216,0.43,139.981,sad
0.74,0.072,3,-17.984,0.0713,0.981,0.00698,0.111,0.297,139.081,sad
0.56,0.381,1,-8.503,0.0291,0.799,0.000142,0.125,0.558,147.431,sad
0.633,0.395,8,-9.638,0.0857,0.692,0.000222,0.108,0.123,138.023,sad
0.457,0.551,5,-9.36,0.167,0.427,1.15E-06,0.113,0.428,89.87,sad
0.575,0.386,9,-9.584,0.037,0.785,0.000289,0.229,0.466,116.408,sad
0.581,0.21,8,-10.426,0.0321,0.768,0,0.369,0.452,80.099,sad
0.377,0.253,4,-11.155,0.0387,0.975,0.000259,0.101,0.367,125.403,sad
0.501,0.0958,0,-15.605,0.0433,0.77,0,0.298,0.204,108.741,sad
0.788,0.446,6,-9.812,0.0693,0.54,0.694,0.273,0.545,80.033,sad
0.398,0.646,3,-10.457,0.0412,0.0454,0.206,0.101,0.353,179.853,sad
0.565,0.346,0,-14.173,0.0295,0.62,0.816,0.0991,0.28,119.974,sad
0.895,0.109,0,-13.853,0.0996,0.534,0.549,0.106,0.546,134.067,sad
0.628,0.598,2,-5.483,0.119,0.0451,3.29E-06,0.119,0.0603,135.047,sad
0.645,0.658,1,-6.625,0.0532,0.623,2.02E-05,0.107,0.19,77.021,sad
0.567,0.743,8,-8.614,0.0626,0.0356,0.847,0.221,0.423,170.083,sad
0.867,0.263,0,-10.892,0.181,0.408,0.937,0.111,0.359,80.045,sad
0.645,0.114,9,-15.768,0.356,0.967,0.831,0.112,0.191,78.015,sad
0.468,0.331,3,-11.052,0.036,0.613,0.00108,0.129,0.09,102.448,sad
0.563,0.408,4,-8.972,0.0365,0.838,1.04E-05,0.108,0.234,146.908,sad
0.799,0.352,6,-9.943,0.159,0.844,0.903,0.115,0.435,83.564,sad
0.424,0.267,1,-17.193,0.0726,0.787,0.954,0.149,0.259,61.972,sad
0.753,0.679,5,-7.092,0.0349,0.324,4.21E-05,0.423,0.19,105.977,sad
0.872,0.391,0,-9.144,0.242,0.469,4.13E-06,0.297,0.437,134.021,sad
0.734,0.57,7,-7.066,0.133,0.847,2.14E-05,0.112,0.689,129.953,sad
0.797,0.533,0,-9.74,0.0412,0.0172,0.000152,0.103,0.329,131.036,sad
0.769,0.156,11,-10.7,0.035,0.585,0.015,0.102,0.527,105.95,sad
0.746,0.251,11,-16.169,0.259,0.782,0.00203,0.106,0.18,139.999,sad
0.784,0.486,5,-6.497,0.0475,0.0538,0.497,0.101,0.0894,110.964,sad
0.585,0.185,4,-14.223,0.034,0.912,0.00303,0.234,0.0483,118.899,sad
0.488,0.589,9,-4.683,0.138,0.0327,1.85E-06,0.18,0.127,101.984,sad
0.773,0.564,1,-7.241,0.249,0.00561,1.99E-05,0.213,0.0588,155.976,sad
0.625,0.45,9,-9.985,0.0311,0.0776,0.000217,0.117,0.0362,92.974,sad
0.644,0.697,0,-6.069,0.0542,0.56,0,0.111,0.244,120.044,sad
0.609,0.37,0,-13.933,0.0712,0.664,0.086,0.328,0.352,119.806,sad
0.356,0.162,1,-16.848,0.0372,0.986,0.0337,0.11,0.205,83.283,sad
0.747,0.0676,7,-14.215,0.0441,0.895,0.258,0.11,0.298,65.003,sad
0.921,0.432,0,-11.109,0.0502,0.506,0.00223,0.0617,0.693,112.117,sad
0.601,0.712,1,-9.433,0.0431,0.0848,0,0.479,0.386,114.998,sad
0.813,0.445,10,-10.194,0.117,0.637,1.85E-05,0.0873,0.194,126.009,sad
0.602,0.762,2,-6.149,0.0347,0.0498,0.00819,0.121,0.113,92.02,sad
0.64,0.558,1,-7.078,0.027,0.000144,0.865,0.103,0.208,115.007,sad
0.646,0.641,3,-6.522,0.0425,0.0353,0,0.108,0.881,134.027,sad
0.366,0.797,1,-4.923,0.0812,0.0157,0,0.0694,0.181,169.986,sad
0.534,0.583,2,-8.672,0.0288,0.0262,0,0.421,0.145,106,sad
0.434,0.519,11,-12.584,0.0585,0.929,0.00106,0.123,0.34,141.423,sad
0.744,0.291,6,-11.359,0.12,0.22,0.766,0.111,0.611,169.777,sad
0.419,0.53,2,-11.623,0.347,0.486,0.751,0.229,0.503,84.357,sad
0.688,0.302,9,-16.802,0.352,0.91,0.871,0.103,0.835,139.525,sad
0.535,0.569,1,-12.043,0.304,0.226,0.328,0.0755,0.311,78.307,sad
0.665,0.259,2,-12.283,0.068,0.966,0.937,0.106,0.243,75.968,sad
0.669,0.426,3,-8.129,0.222,0.396,0.0429,0.0884,0.424,120.193,sad
0.738,0.322,5,-11.852,0.288,0.981,0.679,0.112,0.78,77.999,sad
0.775,0.345,1,-9.911,0.372,0.591,0.409,0.105,0.872,81.046,sad
0.69,0.235,7,-8.651,0.0541,0.618,0.000144,0.107,0.378,99.906,sad
0.312,0.466,9,-8.163,0.0509,0.729,7.34E-06,0.215,0.195,135.44,sad
0.766,0.283,8,-10.33,0.0846,0.111,0.0172,0.115,0.144,97.04,sad
0.599,0.102,2,-22.749,0.031,0.973,0.91,0.0688,0.0396,127.152,sad
0.63,0.5,1,-8.755,0.0611,0.611,4.04E-05,0.114,0.315,144.871,sad
0.691,0.186,10,-13.672,0.0487,0.686,0.934,0.0762,0.548,86.383,sad
0.533,0.883,5,-6.839,0.13,0.041,0.014,0.0856,0.612,167.95,sad
0.783,0.319,6,-16.088,0.285,0.909,0.157,0.326,0.525,80.102,sad
0.727,0.229,10,-13.864,0.368,0.78,0.00256,0.109,0.585,87.997,sad
0.533,0.598,5,-9.18,0.0368,0.0217,0.633,0.145,0.287,90.074,sad
0.551,0.573,5,-4.153,0.372,0.316,2.49E-06,0.107,0.209,84.732,sad
0.644,0.258,7,-20.552,0.0534,0.589,0.946,0.0807,0.207,166.356,sad
0.739,0.448,10,-10.28,0.138,0.189,0,0.118,0.553,81.044,sad
0.441,0.219,8,-14.586,0.0419,0.935,0,0.115,0.244,94.021,sad
0.524,0.325,11,-12.764,0.267,0.943,0.235,0.0941,0.504,73.828,sad
0.609,0.799,9,-6.883,0.24,0.33,0,0.108,0.582,157.74,sad
0.519,0.809,1,-6.362,0.556,0.388,0,0.275,0.262,146.02,sad
0.738,0.491,1,-9.726,0.413,0.626,0,0.126,0.448,94.378,sad
0.637,0.569,6,-5.858,0.55,0.173,0,0.18,0.148,140.269,sad
0.588,0.521,10,-9.461,0.0329,0.0678,0.149,0.123,0.337,85.012,sad
0.353,0.686,7,-5.704,0.0534,0.00216,0,0.123,0.177,94.47,sad
0.581,0.656,4,-4.891,0.0294,0.00269,2.78E-06,0.101,0.338,108.033,sad
0.51,0.503,10,-8.756,0.242,0.0216,0.002,0.108,0.193,153.582,sad
0.776,0.503,0,-5.732,0.237,0.874,0,0.112,0.473,110.134,sad
0.699,0.304,1,-11.192,0.0993,0.779,0.000993,0.137,0.271,119.705,sad
0.691,0.306,9,-15.651,0.0544,0.632,0.479,0.108,0.62,129.929,sad
0.567,0.263,5,-13.51,0.103,0.891,0,0.183,0.247,111.86,sad
0.449,0.599,1,-4.892,0.0369,0.211,0,0.327,0.165,134.144,sad
0.562,0.674,10,-6.049,0.0851,0.622,2.04E-05,0.111,0.293,122.699,sad
0.391,0.595,11,-7.094,0.0411,0.913,0.00557,0.145,0.379,93.78,sad
0.454,0.668,6,-5.821,0.03,0.205,0.000841,0.0938,0.168,85.994,sad
0.441,0.744,6,-6.248,0.476,0.262,0.000382,0.138,0.124,81.396,sad
0.419,0.581,10,-5.964,0.0688,0.306,6.30E-05,0.11,0.636,80.305,sad
0.374,0.568,1,-3.825,0.109,0.219,0.00219,0.513,0.111,84.733,sad
0.435,0.76,8,-4.935,0.0721,0.0175,0,0.158,0.206,80.082,sad
0.79,0.647,10,-5.983,0.136,0.0515,0,0.248,0.654,87.999,sad
0.76,0.524,1,-7.67,0.0323,0.0542,0.5,0.112,0.112,119.603,sad
0.603,0.401,0,-10.155,0.0306,0.542,0.225,0.103,0.347,172.633,sad
0.478,0.326,3,-10.992,0.0693,0.468,0.000221,0.323,0.338,137.04,sad
0.302,0.669,1,-9.404,0.238,0.275,3.58E-05,0.369,0.127,164.8,sad
0.593,0.37,11,-11.674,0.397,0.832,0,0.108,0.312,135.391,sad
0.721,0.339,0,-11.195,0.0532,0.409,0.00153,0.0973,0.2,129.83,sad
0.392,0.233,11,-11.012,0.0587,0.951,0.000322,0.106,0.494,176.569,sad
0.443,0.686,6,-9.744,0.0389,0.0614,0.126,0.118,0.149,79.769,sad
0.629,0.676,1,-7.088,0.191,0.53,0.000325,0.701,0.497,90.377,sad
0.35,0.621,8,-6.495,0.233,0.256,3.44E-05,0.613,0.459,83.375,sad
0.8,0.368,4,-13.217,0.431,0.00387,9.54E-05,0.114,0.496,145.822,sad
0.614,0.609,10,-6.97,0.0463,0.511,2.80E-05,0.0825,0.179,98.966,sad
0.556,0.538,8,-5.408,0.0382,0.0689,0,0.196,0.291,143.95,sad
0.492,0.26,9,-17.341,0.0921,0.646,0.00178,0.0705,0.312,111.519,sad
0.397,0.172,6,-15.698,0.0445,0.841,6.78E-05,0.108,0.123,101.275,sad
0.567,0.309,8,-14.254,0.385,0.166,0,0.12,0.509,65.041,sad
0.418,0.546,0,-9.057,0.238,0.227,0,0.229,0.294,160.152,sad
0.338,0.729,6,-6.419,0.102,0.758,3.24E-05,0.18,0.543,184.174,sad
0.945,0.702,11,-5.016,0.12,0.591,0.000538,0.0788,0.678,119.887,sad
0.577,0.611,9,-13.535,0.0323,0.168,0.92,0.106,0.177,150.91,sad
0.608,0.676,1,-7.56,0.248,0.212,0,0.347,0.57,80.939,sad
0.743,0.732,8,-4.511,0.104,0.0509,1.77E-05,0.227,0.339,123.994,sad
0.61,0.788,0,-5.724,0.0585,0.195,0.0142,0.153,0.472,101.045,sad
0.583,0.508,9,-6.676,0.0619,0.0776,0,0.245,0.183,169.978,sad
0.526,0.62,8,-7.244,0.281,0.067,0.000241,0.139,0.187,112.027,sad
0.665,0.535,4,-7.056,0.0572,0.0786,1.68E-05,0.154,0.37,138.842,sad
0.746,0.798,0,-8.382,0.349,0.137,0,0.139,0.553,109.968,sad
0.672,0.588,1,-9.573,0.133,0.619,0.241,0.0992,0.204,169.033,sad
0.411,0.377,3,-9.553,0.0296,0.347,0.765,0.222,0.0321,139.881,sad
0.515,0.479,3,-7.458,0.0261,0.544,0.00598,0.191,0.284,88.964,sad
0.9,0.316,9,-8.797,0.332,0.684,0.0771,0.0853,0.844,129.914,sad
0.618,0.217,10,-15.372,0.0515,0.836,0.000163,0.538,0.0872,116.014,sad
0.458,0.378,2,-11.354,0.15,0.416,0.0919,0.0966,0.037,168.232,sad
0.403,0.234,4,-17.865,0.0531,0.761,0.0618,0.123,0.13,144.226,sad
0.538,0.742,9,-6.365,0.0521,0.018,0.014,0.152,0.425,165.951,sad
0.7,0.82,5,-5.499,0.0329,0.238,0.318,0.658,0.667,109.998,sad
0.595,0.636,5,-5.981,0.0312,9.45E-05,0.0529,0.196,0.147,112.008,sad
0.695,0.253,2,-15.884,0.0461,0.685,0.14,0.105,0.264,120.033,sad
0.663,0.096,1,-11.933,0.0961,0.614,0.948,0.11,0.817,81.981,sad
0.892,0.633,8,-7.471,0.0902,0.0467,0.000189,0.139,0.459,137.994,sad
0.549,0.543,6,-7.485,0.0351,0.0013,0.00945,0.105,0.0791,157.977,sad
0.548,0.532,5,-7.596,0.0323,0.186,0.000263,0.217,0.405,85.03,sad
0.464,0.417,0,-9.345,0.0256,0.136,0.022,0.0974,0.479,67.528,sad
0.691,0.631,2,-6.478,0.0368,0.0483,1.13E-05,0.104,0.8,92.004,sad
0.216,0.497,10,-8.025,0.0371,0.128,2.39E-06,0.111,0.313,187.308,sad
0.554,0.498,9,-8.866,0.0685,0.23,5.98E-06,0.795,0.413,79.635,sad
0.572,0.155,6,-14.405,0.0344,0.835,0.000137,0.0906,0.0949,109.923,sad
0.472,0.745,4,-5.297,0.0356,0.000607,2.74E-05,0.0957,0.0631,180.06,sad
